WKT,road_id,geometry_class,road_type,road_name_class,full_road_name,road_name_label,road_name_prefix,road_name_body,road_name_type,road_name_suffix,route_name_body,route_name_number,route_name_alpha,route_name_suffix,full_road_name_ascii,road_name_label_ascii,road_name_body_ascii
"MULTILINESTRING ((174.76590525 -36.8579842333,174.7660827833 -36.85782635,174.7664462 -36.8575996),(174.7658888167 -36.8562316,174.7662652 -36.8564891333,174.7663222 -36.8565375833),(174.7663602 -36.8565699,174.7664190667 -36.8566197833,174.7666668167 -36.85679395),(174.7669026 -36.8569539167,174.7665719 -36.8575211667,174.7664462 -36.8575996),(174.7666668167 -36.85679395,174.7669026 -36.8569539167),(174.7669026 -36.8569539167,174.7670055333 -36.8569630167,174.76727625 -36.8567217,174.76727145 -36.8566605667,174.7670323167 -36.8564604833,174.7674552167 -36.8560707833),(174.7663222 -36.8565375833,174.7663602 -36.8565699))",1824400,Addressing Road,Unknown,Road,Whitaker Place,Whitaker Pl,,Whitaker,Place,,,,,,Whitaker Place,Whitaker Pl,Whitaker
"LINESTRING (174.7671774833 -36.8653130333,174.7669233667 -36.8659648,174.76703675 -36.8662969333)",1824445,Addressing Road,Unknown,Road,Severn Street,Severn St,,Severn,Street,,,,,,Severn Street,Severn St,Severn
"MULTILINESTRING ((174.7665703167 -36.8646286,174.7669936167 -36.8632012333),(174.7669936167 -36.8632012333,174.7679261833 -36.8607149667))",1824450,Addressing Road,Unknown,Road,Seafield View Road,Seafield View Rd,,Seafield View,Road,,,,,,Seafield View Road,Seafield View Rd,Seafield View
"MULTILINESTRING ((174.7776413333 -36.85091975,174.7781771667 -36.85065585),(174.7781771667 -36.85065585,174.7786507 -36.8504078167))",1824821,Addressing Road,Unknown,Road,Eglon Street,Eglon St,,Eglon,Street,,,,,,Eglon Street,Eglon St,Eglon
"MULTILINESTRING ((174.7791014333 -36.8549481167,174.7795297167 -36.85561495,174.779609417697 -36.8556809482526),(174.77795165 -36.8532366333,174.7782547333 -36.8536464833,174.7783573 -36.8537801667),(174.7783967 -36.8538237333,174.7784188333 -36.85385855,174.7791014333 -36.8549481167),(174.7783573 -36.8537801667,174.7783967 -36.8538237333))",1824637,Addressing Road,Unknown,Road,Cheshire Street,Cheshire St,,Cheshire,Street,,,,,,Cheshire Street,Cheshire St,Cheshire
"MULTILINESTRING ((174.7769133167 -36.8690891833,174.7768119 -36.8690247833,174.775014874679 -36.8686604075418),(174.7777509 -36.8692889333,174.77697565 -36.8691296667),(174.7769133167 -36.8690891833,174.77697165 -36.8691288833,174.77697565 -36.8691296667))",1825422,Addressing Road,Unknown,Road,Teed Street,Teed St,,Teed,Street,,,,,,Teed Street,Teed St,Teed
"MULTILINESTRING ((174.771553127265 -36.8548731112919,174.7714539333 -36.8549762,174.7712147167 -36.8552297),(174.7752565333 -36.85086575,174.7751830333 -36.8509967167,174.7750766 -36.8511714333,174.7748842167 -36.85140385,174.7740216 -36.8522894667,174.7738335667 -36.8524857167),(174.7719938667 -36.8544150667,174.771553127265 -36.8548731112919),(174.7738335667 -36.8524857167,174.7719938667 -36.8544150667))",1818976,Addressing Road,Unknown,Road,Stanley Street,Stanley St,,Stanley,Street,,,,,,Stanley Street,Stanley St,Stanley
"LINESTRING (174.7848379833 -36.85812125,174.78415725 -36.85715875)",1823876,Addressing Road,Unknown,Road,Corunna Avenue,Corunna Ave,,Corunna,Avenue,,,,,,Corunna Avenue,Corunna Ave,Corunna
"LINESTRING (174.7674089 -36.84771945,174.7676193833 -36.8468187833,174.76762125 -36.8468109)",1823877,Addressing Road,Unknown,Road,Cruise Lane,Cruise Lane,,Cruise,Lane,,,,,,Cruise Lane,Cruise Lane,Cruise
"MULTILINESTRING ((174.7780161667 -36.8514952667,174.7787382167 -36.8511244833),(174.7794608833 -36.8508324167,174.7798712833 -36.8506558833),(174.7787382167 -36.8511244833,174.7788073333 -36.8510937667,174.77898695 -36.8510231333),(174.77898695 -36.8510231333,174.7794608833 -36.8508324167))",1824176,Addressing Road,Unknown,Road,York Street,York St,,York,Street,,,,,,York Street,York St,York
"LINESTRING (174.7846593833 -36.8517161833,174.7845264833 -36.8512019833,174.7845312333 -36.8487277333)",1824688,Addressing Road,Unknown,Road,Balfour Road,Balfour Rd,,Balfour,Road,,,,,,Balfour Road,Balfour Rd,Balfour
"MULTILINESTRING ((174.76709325 -36.8460099833,174.767275616986 -36.8453589276713),(174.767275616986 -36.8453589276713,174.767416868237 -36.8448697008865))",1824629,Addressing Road,Unknown,Road,Fort Lane,Fort Lane,,Fort,Lane,,,,,,Fort Lane,Fort Lane,Fort
"MULTILINESTRING ((174.787744157911 -36.8641115897101,174.7875942 -36.8642976,174.7874989 -36.8643497833),(174.7882757 -36.8631644333,174.7879446333 -36.8638629167,174.787744157911 -36.8641115897101),(174.78854525 -36.86262655,174.7882757 -36.8631644333),(174.7841890167 -36.8584248333,174.7868057 -36.8599319167,174.7868126 -36.8599385,174.78685195 -36.8599653833),(174.7868887667 -36.8599881,174.7873345167 -36.8604155667),(174.78685195 -36.8599653833,174.7868887667 -36.8599881),(174.7873345167 -36.8604155667,174.7881883667 -36.8612258167,174.7882043 -36.8612844667),(174.7884178 -36.8621355167,174.78854545 -36.86262615,174.78854525 -36.86262655),(174.7882043 -36.8612844667,174.7884178 -36.8621355167))",1831501,Addressing Road,Unknown,Road,Brighton Road,Brighton Rd,,Brighton,Road,,,,,,Brighton Road,Brighton Rd,Brighton
"MULTILINESTRING ((174.7892927833 -36.8570791833,174.7892917667 -36.8570811333,174.78867415 -36.8578482167,174.7885837167 -36.85798335),(174.7883780167 -36.8551178333,174.7888843333 -36.8553512333,174.7891857333 -36.8556488,174.7892581 -36.85571205),(174.7894444667 -36.8564121833,174.7895124833 -36.8566855333,174.7892927833 -36.8570791833),(174.7892581 -36.85571205,174.7892657833 -36.8557187833,174.7894444667 -36.8564121833))",1823699,Addressing Road,Unknown,Road,Lichfield Road,Lichfield Rd,,Lichfield,Road,,,,,,Lichfield Road,Lichfield Rd,Lichfield
"MULTILINESTRING ((174.7797724667 -36.8513265167,174.7802389167 -36.85114795),(174.7782945 -36.85196215,174.77833995 -36.85182775,174.7789653833 -36.8515838667,174.7790217167 -36.85158935),(174.7790217167 -36.85158935,174.7790979333 -36.85159625,174.7797724667 -36.8513265167))",1824813,Addressing Road,Unknown,Road,Earle Street,Earle St,,Earle,Street,,,,,,Earle Street,Earle St,Earle
"LINESTRING (174.7807779333 -36.8631559167,174.78169715 -36.86381545)",1823855,Addressing Road,Unknown,Road,Cowie Street,Cowie St,,Cowie,Street,,,,,,Cowie Street,Cowie St,Cowie
"LINESTRING (174.7656408167 -36.8456714167,174.7661162 -36.84581635,174.7662686833 -36.8458286)",1824020,Addressing Road,Unknown,Road,Exchange Lane,Exchange Lane,,Exchange,Lane,,,,,,Exchange Lane,Exchange Lane,Exchange
"LINESTRING (174.7665364333 -36.8600256667,174.7668914667 -36.8602404833,174.7669733833 -36.86036445)",1824326,Addressing Road,Unknown,Road,Bridge Street,Bridge St,,Bridge,Street,,,,,,Bridge Street,Bridge St,Bridge
"LINESTRING (174.77320865 -36.85093355,174.7726586333 -36.8513587333,174.7720829333 -36.8518205,174.7713183667 -36.8524395333,174.7706598333 -36.8529616)",1833223,Addressing Road,Unknown,Road,Wynyard Street,Wynyard St,,Wynyard,Street,,,,,,Wynyard Street,Wynyard St,Wynyard
"MULTILINESTRING ((174.7857990333 -36.8535997167,174.7845587167 -36.8538444167),(174.7866372333 -36.8534310333,174.7857990333 -36.8535997167))",1823784,Addressing Road,Unknown,Road,Stratford Street,Stratford St,,Stratford,Street,,,,,,Stratford Street,Stratford St,Stratford
"MULTILINESTRING ((174.7781771667 -36.85065585,174.7784114167 -36.8510102),(174.77787165 -36.8501612833,174.7781771667 -36.85065585))",1823709,Addressing Road,Unknown,Road,Marston Street,Marston St,,Marston,Street,,,,,,Marston Street,Marston St,Marston
"MULTILINESTRING ((174.7825736333 -36.8585363833,174.7829260167 -36.8556944),(174.7829260167 -36.8556944,174.7829523833 -36.85541465,174.7828681833 -36.8546224),(174.7828681833 -36.8546224,174.7827005167 -36.8538266833,174.7826602 -36.8533692),(174.7821626333 -36.8504824333,174.7820294333 -36.85019995,174.7818376333 -36.8499457167),(174.7825441333 -36.8514881167,174.7825244333 -36.8513354667,174.7824484 -36.85113255),(174.7824484 -36.85113255,174.7821626333 -36.8504824333),(174.7826602 -36.8533692,174.78265625 -36.8533316333,174.7825445333 -36.8524390167,174.7825456333 -36.8521431833,174.7825605667 -36.85202125),(174.7825605667 -36.85202125,174.7825807167 -36.8518741667,174.7825441333 -36.8514881167))",1823762,Addressing Road,Unknown,Road,St Georges Bay Road,St Georges Bay Rd,,St Georges Bay,Road,,,,,,St Georges Bay Road,St Georges Bay Rd,St Georges Bay
"LINESTRING (174.77672315 -36.8526367667,174.7771305333 -36.8522167167,174.7774143667 -36.8517381,174.7774193167 -36.8517285667)",1823805,Addressing Road,Unknown,Road,Bedford Street,Bedford St,,Bedford,Street,,,,,,Bedford Street,Bedford St,Bedford
"MULTILINESTRING ((174.77631745 -36.8512941167,174.77716745 -36.8504850667,174.7773342667 -36.8504337833),(174.7783332167 -36.8499135833,174.7783949667 -36.84988205,174.7793359167 -36.8495633333),(174.7773342667 -36.8504337833,174.7774262333 -36.8504030667,174.77787165 -36.8501612833),(174.77787165 -36.8501612833,174.7783332167 -36.8499135833))",1823905,Addressing Road,Unknown,Road,Augustus Terrace,Augustus Tce,,Augustus,Terrace,,,,,,Augustus Terrace,Augustus Tce,Augustus
"LINESTRING (174.7664041 -36.8651497833,174.7662995833 -36.8652449167,174.76596025 -36.8662126667,174.7660921833 -36.8665446167)",1823915,Addressing Road,Unknown,Road,Auburn Street,Auburn St,,Auburn,Street,,,,,,Auburn Street,Auburn St,Auburn
"MULTILINESTRING ((174.7697256667 -36.8469280333,174.7704359167 -36.8471092333),(174.7681109167 -36.8469295167,174.76818855 -36.8469481,174.7688178 -36.8470163833,174.76922895 -36.84702895,174.76950105 -36.8469784,174.7697256667 -36.8469280333),(174.7660899167 -36.8464154833,174.76624835 -36.8464006,174.76686975 -36.84655445),(174.76686975 -36.84655445,174.7669308 -36.8465706667,174.7673269833 -36.84672515),(174.76762125 -36.8468109,174.7681109167 -36.8469295167),(174.7673269833 -36.84672515,174.7674380833 -36.8467670667,174.76762125 -36.8468109))",1824302,Addressing Road,Unknown,Road,Shortland Street,Shortland St,,Shortland,Street,,,,,,Shortland Street,Shortland St,Shortland
"MULTILINESTRING ((174.7886918833 -36.8515898833,174.787960285642 -36.8512907933567,174.7878874667 -36.8512679667,174.787839589974 -36.8512566803487,174.787786905776 -36.8512496017677),(174.7901900333 -36.8524889333,174.7901272167 -36.8524662,174.7892713333 -36.8518215333,174.78920635 -36.85179575),(174.78920635 -36.85179575,174.7886918833 -36.8515898833))",1824316,Addressing Road,Unknown,Road,Bridgewater Road,Bridgewater Rd,,Bridgewater,Road,,,,,,Bridgewater Road,Bridgewater Rd,Bridgewater
"LINESTRING (174.7791014333 -36.8549481167,174.77950245 -36.8547846)",1824545,Addressing Road,Unknown,Road,Tika Street,Tika St,,Tika,Street,,,,,,Tika Street,Tika St,Tika
"MULTILINESTRING ((174.7917633833 -36.8694848,174.7922246 -36.8696763167,174.792405964337 -36.8697141914174),(174.7917633833 -36.8694848,174.7915753 -36.8691689667,174.7908170333 -36.8682801667,174.7901964667 -36.86815845))",1824520,Addressing Road,Unknown,Road,Wiles Avenue,Wiles Ave,,Wiles,Avenue,,,,,,Wiles Avenue,Wiles Ave,Wiles
"LINESTRING (174.7685571333 -36.86407615,174.7685391333 -36.8640345167,174.7686512667 -36.8636605333,174.7686827833 -36.8635562167)",3075444,Addressing Road,Accessway,,,,,,,,,,,,,,
"MULTILINESTRING ((174.781322022552 -36.8650754823472,174.7813235667 -36.8650827167,174.7813382333 -36.8651882667,174.7813476167 -36.8652913),(174.7807931 -36.8645919167,174.7812942 -36.8649451333,174.781322022552 -36.8650754823472),(174.7799214167 -36.8639398833,174.78001145 -36.8640409333,174.7800786 -36.8640882667),(174.78054005 -36.86441355,174.7807931 -36.8645919167),(174.7800786 -36.8640882667,174.78054005 -36.86441355))",1825434,Addressing Road,Unknown,Road,Sarawia Street,Sarawia St,,Sarawia,Street,,,,,,Sarawia Street,Sarawia St,Sarawia
"LINESTRING (174.7706730833 -36.8625948667,174.7702042167 -36.8627020667,174.7694855667 -36.8625495333)",1825424,Addressing Road,Unknown,Road,Boyle Crescent,Boyle Cres,,Boyle,Crescent,,,,,,Boyle Crescent,Boyle Cres,Boyle
"MULTILINESTRING ((174.792501197561 -36.8677815219248,174.7940312333 -36.8679214667,174.7941247833 -36.86796615),(174.7954122 -36.8680575833,174.7961353667 -36.8681274833),(174.7952006667 -36.8680359667,174.7954122 -36.8680575833))",1831517,Addressing Road,Unknown,Road,Wharua Road,Wharua Rd,,Wharua,Road,,,,,,Wharua Road,Wharua Rd,Wharua
"MULTILINESTRING ((174.7835591 -36.8476996667,174.7844014333 -36.8476694667,174.78547605 -36.8476168,174.7858922167 -36.8476225833),(174.7858922167 -36.8476225833,174.78729715 -36.84771425,174.7876920167 -36.84774415),(174.7929705167 -36.8488970333,174.7960182667 -36.8515646833,174.7963234333 -36.8517725333,174.7966106 -36.8519625333,174.7969472667 -36.8521641333,174.79788875 -36.8526166167,174.7979971333 -36.8526529667,174.7981240833 -36.8527074167,174.7984317833 -36.8527914667,174.7989758333 -36.85296355,174.7995066667 -36.8530906333,174.80005645 -36.8531827,174.8006068833 -36.8532474167,174.80110955587 -36.8532761960886),(174.7876920167 -36.84774415,174.7887183333 -36.84782235,174.7892705667 -36.8478130167,174.78960395 -36.84780255,174.78993755 -36.84781055,174.79026965 -36.84783725,174.7905986167 -36.8478825167,174.79092285 -36.8479461167,174.7912408 -36.8480277333,174.79155085 -36.848127,174.7918515333 -36.8482434,174.7921414667 -36.8483762,174.7924191667 -36.8485248833,174.7926832167 -36.84868895,174.7929323833 -36.8488674,174.7929705167 -36.8488970333))",3033576,Addressing Road,Unknown,Road,Tamaki Drive,Tamaki Dr,,Tamaki,Drive,,,,,,Tamaki Drive,Tamaki Dr,Tamaki
"MULTILINESTRING ((174.7684794 -36.8462779,174.7687238333 -36.845683),(174.7687238333 -36.845683,174.7688974333 -36.84525885),(174.7692771667 -36.8442864167,174.7694465333 -36.8438758167),(174.7691688333 -36.8445551667,174.76920015 -36.84447395,174.7692771667 -36.8442864167),(174.7688974333 -36.84525885,174.7690624833 -36.8448341167),(174.7690624833 -36.8448341167,174.7691688333 -36.8445551667))",1824090,Addressing Road,Unknown,Road,Gore Street,Gore St,,Gore,Street,,,,,,Gore Street,Gore St,Gore
"MULTILINESTRING ((174.7715222167 -36.8494998833,174.7724080167 -36.8502210333),(174.7707873333 -36.8488902833,174.7715222167 -36.8494998833),(174.769920993176 -36.8482931327968,174.7700975333 -36.8483694833,174.7703856333 -36.84855395,174.7704411667 -36.84860045),(174.77066405 -36.8487870667,174.7707873333 -36.8488902833),(174.7704411667 -36.84860045,174.77066405 -36.8487870667))",1824827,Addressing Road,Unknown,Road,Waterloo Quadrant,Waterloo Quadrant,,Waterloo Quadrant,,,,,,,Waterloo Quadrant,Waterloo Quadrant,Waterloo Quadrant
"LINESTRING (174.7658296667 -36.8507242667,174.7661705167 -36.8508223)",1824216,Addressing Road,Unknown,Road,Khartoum Place,Khartoum Pl,,Khartoum,Place,,,,,,Khartoum Place,Khartoum Pl,Khartoum
"MULTILINESTRING ((174.7806744 -36.85682525,174.78120275 -36.85660905,174.7812139333 -36.8566060333),(174.7803252333 -36.8551936333,174.7798615333 -36.8553663,174.7798412833 -36.8553771167),(174.779609417697 -36.8556809482526,174.77961509417 -36.8557135810365,174.779623826884 -36.8557477907362,174.779653457763 -36.8558150833,174.7802313667 -36.8567961667,174.78025115 -36.8568138333,174.7802699667 -36.8568274167,174.78027225 -36.8568277,174.7802856167 -36.8568365,174.7803041 -36.8568464167,174.78032205 -36.8568546167,174.78034205 -36.8568616,174.7803624167 -36.8568671167,174.7803833833 -36.8568718167,174.7804039 -36.85687495,174.7804249833 -36.8568774167,174.7804472333 -36.8568786,174.7804806 -36.8568805667,174.78050315 -36.8568792333,174.7805223 -36.8568748,174.7805416167 -36.8568695833,174.7805616 -36.8568640333,174.7805664333 -36.8568627167,174.7806744 -36.85682525),(174.7798412833 -36.8553771167,174.7798164333 -36.8553895333,174.7797897333 -36.85540255,174.779762985056 -36.8554248595303,174.7797329333 -36.8554499833,174.77971165 -36.8554695,174.7796794 -36.8555111833,174.7796515667 -36.85555855,174.779628991313 -36.8556125439843,174.7796160167 -36.8556452,174.779609417697 -36.8556809482526))",1831460,Addressing Road,Unknown,Road,Gibraltar Crescent,Gibraltar Cres,,Gibraltar,Crescent,,,,,,Gibraltar Crescent,Gibraltar Cres,Gibraltar
"MULTILINESTRING ((174.7752565333 -36.85086575,174.775468924756 -36.8506136608936),(174.775468924756 -36.8506136608936,174.77547295 -36.8506088833,174.7756423 -36.8504671167,174.7758390667 -36.8503400333,174.7760628667 -36.8502451,174.7764259 -36.8501453,174.7766054333 -36.8500845333),(174.7766054333 -36.8500845333,174.7768945333 -36.8499831167,174.7775309 -36.8495918833),(174.7830780333 -36.8487935667,174.7831375333 -36.8487332333,174.78321725 -36.8486566667,174.7832955833 -36.8485787,174.7833448833 -36.84848185,174.7833867333 -36.8483352),(174.7833867333 -36.8483352,174.7835591 -36.8476996667),(174.7818376333 -36.8499457167,174.7819241667 -36.8499026667,174.782022 -36.8498338333,174.7821235667 -36.8497553167,174.7821933667 -36.8496805333),(174.7804006167 -36.8493629,174.7810426667 -36.8497027333,174.78151875 -36.8499381833,174.7816190333 -36.84996535,174.7817411667 -36.8499618,174.7818376333 -36.8499457167),(174.7775309 -36.8495918833,174.7778292167 -36.8494057333,174.7783887833 -36.84921475),(174.780214 -36.8492641333,174.7804006167 -36.8493629),(174.7821933667 -36.8496805333,174.7830780333 -36.8487935667),(174.7783887833 -36.84921475,174.7790872667 -36.84897685,174.7796269333 -36.8489577833,174.780214 -36.8492641333))",1818993,Addressing Road,Unknown,Road,The Strand,The Strand,,The Strand,,,,,,,The Strand,The Strand,The Strand
"LINESTRING (174.7864542667 -36.85279015,174.7870231167 -36.8526831833)",1823910,Addressing Road,Unknown,Road,Avon Lane,Avon Lane,,Avon,Lane,,,,,,Avon Lane,Avon Lane,Avon
"MULTILINESTRING ((174.7724080167 -36.8502210333,174.7728437167 -36.8498820667),(174.7733699 -36.8494480333,174.7733633667 -36.8494556,174.7733450333 -36.8494754167,174.7733256 -36.8494949667,174.7733050333 -36.8495134,174.77328405 -36.8495267667,174.7732625167 -36.8495375167,174.7732402833 -36.8495485167,174.7728437167 -36.8498820667),(174.7735336167 -36.8488947333,174.7735442333 -36.8489950167,174.7735446667 -36.84899835,174.77354635 -36.8490238167,174.77354505 -36.84905155,174.7735430667 -36.8490766167,174.77353975 -36.8491012,174.7735353667 -36.8491222333,174.7735301333 -36.8491389667,174.7735246667 -36.8491578167,174.7735183833 -36.84918025,174.77351085 -36.8492033,174.7735021333 -36.8492267833,174.7734922667 -36.8492506,174.7734812833 -36.84927465,174.7734692167 -36.8492989167,174.77345605 -36.8493235,174.7734420333 -36.84934895,174.7734274667 -36.8493733333,174.7734126333 -36.8493947333,174.7733971 -36.8494152167,174.7733806833 -36.8494355,174.7733699 -36.8494480333),(174.7734585333 -36.8485412667,174.77354595 -36.8487745,174.7735336167 -36.8488947333),(174.7722781833 -36.84730965,174.7724937 -36.8475427333),(174.7721794167 -36.8471785833,174.7722257167 -36.8472529,174.7722781833 -36.84730965),(174.7717323833 -36.8463524333,174.7721226667 -36.8470998833,174.7721794167 -36.8471785833),(174.771603394132 -36.845738733757,174.771564840458 -36.8459857828939,174.7717323833 -36.8463524333),(174.7733791167 -36.8483850167,174.77338575 -36.8483957167,174.7734041333 -36.8484282167,174.7734232667 -36.8484633833,174.77344125 -36.8484982667,174.7734500333 -36.8485185833,174.7734585333 -36.8485412667),(174.7724937 -36.8475427333,174.7725015667 -36.8475512333,174.7731841833 -36.8481580833,174.7732120667 -36.8481834333,174.7732436167 -36.8482176,174.7732737833 -36.8482448833,174.77329845 -36.8482734167,174.7733229167 -36.84830375,174.7733459 -36.8483346833,174.7733668 -36.84836515,174.7733791167 -36.8483850167))",1824354,Addressing Road,Unknown,Road,Anzac Avenue,Anzac Ave,,Anzac,Avenue,,,,,,Anzac Avenue,Anzac Ave,Anzac
"MULTILINESTRING ((174.767900181821 -36.8449982926201,174.7675057333 -36.8461015),(174.768031702279 -36.8450329124071,174.7681941333 -36.8446016167),(174.7684281667 -36.8440555833,174.7685917833 -36.8436570167),(174.7681941333 -36.8446016167,174.7683119667 -36.8443266833),(174.7683119667 -36.8443266833,174.7684281667 -36.8440555833))",1824726,Addressing Road,Unknown,Road,Commerce Street,Commerce St,,Commerce,Street,,,,,,Commerce Street,Commerce St,Commerce
"LINESTRING (174.76555178695 -36.8482845983661,174.7663566333 -36.8485148333)",1824336,Addressing Road,Unknown,Road,Durham Street East,Durham St E,,Durham,Street,East,,,,,Durham Street East,Durham St E,Durham
"MULTILINESTRING ((174.76529435 -36.8529331833,174.7653644167 -36.85305545),(174.7648445833 -36.85214825,174.76529435 -36.8529331833),(174.76609695 -36.8492587333,174.7660369 -36.8493769667,174.7654876833 -36.85062725),(174.7648445833 -36.85214825,174.7648423667 -36.8521454,174.76527605 -36.8511295),(174.76527605 -36.8511295,174.7654876833 -36.85062725))",1831382,Addressing Road,Unknown,Road,Lorne Street,Lorne St,,Lorne,Street,,,,,,Lorne Street,Lorne St,Lorne
"LINESTRING (174.764717343952 -36.8442617374057,174.76474585 -36.84426235,174.7648624833 -36.8442713333,174.7650739 -36.8443292833,174.7651289667 -36.8443380833,174.7651882667 -36.8443406333,174.76526825 -36.8443366833,174.7653418167 -36.8443283667)",1824007,Addressing Road,Unknown,Road,Fanshawe Street,Fanshawe St,,Fanshawe,Street,,,,,,Fanshawe Street,Fanshawe St,Fanshawe
"LINESTRING (174.7802050667 -36.8549998667,174.7809575667 -36.8547123333)",1823884,Addressing Road,Unknown,Road,Denby Street,Denby St,,Denby,Street,,,,,,Denby Street,Denby St,Denby
"LINESTRING (174.7809241167 -36.8561445167,174.7816491667 -36.85585085)",1824454,Addressing Road,Unknown,Road,Scarborough Lane,Scarborough Lane,,Scarborough,Lane,,,,,,Scarborough Lane,Scarborough Lane,Scarborough
"LINESTRING (174.7793587 -36.8545612333,174.7798265833 -36.8543926833)",1824528,Addressing Road,Unknown,Road,Tilden Street,Tilden St,,Tilden,Street,,,,,,Tilden Street,Tilden St,Tilden
"LINESTRING (174.7744967667 -36.8453837833,174.77501195 -36.8441055)",1824669,Addressing Road,Unknown,Road,Plumer Street,Plumer St,,Plumer,Street,,,,,,Plumer Street,Plumer St,Plumer
"LINESTRING (174.7766168 -36.8521653,174.77682835 -36.8519567333,174.7768923833 -36.8518954,174.7770481167 -36.8517347833,174.7771327167 -36.8516140333)",1824675,Addressing Road,Unknown,Road,Port Lane,Port Lane,,Port,Lane,,,,,,Port Lane,Port Lane,Port
"LINESTRING (174.7670678667 -36.84775195,174.7670645333 -36.84781725,174.76707175 -36.8478789,174.7670824 -36.84794765,174.7670994 -36.8480138833,174.7671385167 -36.84808655,174.76718865 -36.8481553,174.767491083956 -36.8485246265944)",1823878,Addressing Road,Unknown,Road,Courthouse Lane,Courthouse Lane,,Courthouse,Lane,,,,,,Courthouse Lane,Courthouse Lane,Courthouse
"MULTILINESTRING ((174.7835591 -36.8476996667,174.7834988667 -36.8476992,174.7829941333 -36.8477114667,174.7827371833 -36.8477264833,174.7824649167 -36.8477035667,174.78240435 -36.8477048,174.7821982333 -36.84769,174.7818779333 -36.84762,174.7816192833 -36.8475880667,174.7799671333 -36.8471407667,174.7789706333 -36.8468828667),(174.7789706333 -36.8468828667,174.77668095 -36.8462900333,174.7760832 -36.8460987333,174.77570285 -36.84595835,174.7752982333 -36.84577245,174.7752500167 -36.8457490667),(174.7744967667 -36.8453837833,174.7752500167 -36.8457490667),(174.7744967667 -36.8453837833,174.7736648167 -36.8449828667),(174.7736648167 -36.8449828667,174.7724852167 -36.8446723333),(174.7694465333 -36.8438758167,174.7694228833 -36.8438695833,174.7685917833 -36.8436570167),(174.7685917833 -36.8436570167,174.7679274333 -36.8434812833),(174.76587735 -36.8429865667,174.764717343952 -36.842680069203),(174.7679274333 -36.8434812833,174.7672504167 -36.84330535),(174.7672504167 -36.84330535,174.7661826833 -36.8430286333,174.76587735 -36.8429865667),(174.7724852167 -36.8446723333,174.77162695 -36.8444499333,174.770980512112 -36.8442873656143),(174.770980512112 -36.8442873656143,174.7694465333 -36.8438758167))",1824095,Addressing Road,Unknown,Road,Quay Street,Quay St,,Quay,Street,,,,,,Quay Street,Quay St,Quay
"MULTILINESTRING ((174.76609695 -36.8492587333,174.766722521473 -36.8494346374466),(174.76533225 -36.8490373833,174.76609695 -36.8492587333))",1824182,Addressing Road,Unknown,Road,Victoria Street East,Victoria St E,,Victoria,Street,East,,,,,Victoria Street East,Victoria St E,Victoria
"MULTILINESTRING ((174.769145247226 -36.8481246602508,174.7693596333 -36.8476282167,174.7694083 -36.8475402333),(174.7697256667 -36.8469280333,174.7694482833 -36.8474876333,174.7694083 -36.8475402333))",1824695,Addressing Road,Unknown,Road,Bankside Street,Bankside St,,Bankside,Street,,,,,,Bankside Street,Bankside St,Bankside
"MULTILINESTRING ((174.7684794 -36.8462779,174.7698395833 -36.8461270333),(174.7675057333 -36.8461015,174.7683209333 -36.8462962333,174.7684794 -36.8462779),(174.7662686833 -36.8458286,174.7670207167 -36.8459927333),(174.770045063473 -36.8456427142556,174.770087499329 -36.845540601647),(174.7698395833 -36.8461270333,174.7698409333 -36.8461269167,174.7698970333 -36.8459964167),(174.76709325 -36.8460099833,174.7675057333 -36.8461015),(174.7670207167 -36.8459927333,174.76709325 -36.8460099833),(174.7698970333 -36.8459964167,174.770045063473 -36.8456427142556))",1824625,Addressing Road,Unknown,Road,Fort Street,Fort St,,Fort,Street,,,,,,Fort Street,Fort St,Fort
"LINESTRING (174.7664731667 -36.8451540667,174.7665966167 -36.8451828667,174.767275616986 -36.8453589276713)",1824269,Addressing Road,Unknown,Road,Imperial Arcade,Imperial Arc,,Imperial,Arcade,,,,,,Imperial Arcade,Imperial Arc,Imperial
"LINESTRING (174.76838655 -36.8451257167,174.7685588333 -36.8446992667)",1823907,Addressing Road,Unknown,Road,Arcade 32,Arcade 32,,Arcade 32,,,,,,,Arcade 32,Arcade 32,Arcade 32
"LINESTRING (174.779609417697 -36.8556809482526,174.7790551833 -36.8558940167,174.7790485833 -36.85589635,174.7790301333 -36.8559041,174.7790112833 -36.8559124333,174.7789943833 -36.8559217667,174.77897765 -36.8559323,174.7789621333 -36.8559434833,174.7789477 -36.8559556333,174.7789345 -36.8559686,174.7789222333 -36.85598225,174.7789112333 -36.8559965,174.7789014 -36.85601145,174.77889335 -36.8560269167,174.7788860833 -36.856043,174.7788796333 -36.8560594833,174.7788694833 -36.8560801667,174.7788580167 -36.8560993333,174.7788463 -36.8561164,174.7788333833 -36.8561323,174.7788277167 -36.8561403667,174.7788025833 -36.8561627333,174.7787843833 -36.8561773333,174.7787649167 -36.8561911833,174.7787446333 -36.8562035333,174.7787245 -36.8562144833)",1823937,Addressing Road,Unknown,Road,Ngahere Terrace,Ngahere Tce,,Ngahere,Terrace,,,,,,Ngahere Terrace,Ngahere Tce,Ngahere
